config,run_time,data_path,input_structure,aggregate_by,filter_by,background_type,all_same_cols_rep,sim_params
aa7fe2fb,2023-03-13T18:49:37Z,/Users/shsingh/work/projects/2019_07_11_JUMP-CP/workspace/software/position-effect-correction/2.evalzoo/data,{data_path}/profiles.{extension},,{},ref,"JCP2022,reference_or_other","{""drop_group"":{""Metadata_pert_type"":""poscon""},""reference"":{""Metadata_reference_or_other"":""reference""},""all_same_cols_ref"":""Metadata_dummy"",""all_same_cols_rep"":[""Metadata_JCP2022"",""Metadata_reference_or_other""],""all_same_cols_rep_ref"":{},""any_different_cols_non_rep"":{},""all_same_cols_non_rep"":{},""all_different_cols_non_rep"":{},""all_same_cols_group"":""Metadata_Well"",""any_different_cols_group"":""Metadata_JCP2022"",""annotation_cols"":[""Metadata_JCP2022"",""Metadata_Well"",""Metadata_reference_or_other""]}"
